user,text,retweet_count,followers_count
ihmcleancare,"@Yeakaka2 @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@liljay_liljay @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@Aniumoh1 @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@divyehied2 @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@GodswillOche1 @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@2020Kbol @FreedomContinue @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@RichiiXmas @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@TochukwuIhem @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@JusticeLouis5 @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@GenAnaking @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@SabuDaniels @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@benjami83158895 @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",2,379
ihmcleancare,"@Manlikesheye @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@JGbini @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@Sonofgrace200 @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@official_veenom @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@OlisehOyemeachi @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@Seyi_flow @HichertCyril @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@Charlzfranklino @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,@ifreke_official @cuppymusic @SavvyRinu @burnaboy @channelstv  video on  #EndSARS shooting at lekki tollgate… https://t.co/jnP09hYx8u,1,379
ihmcleancare,@dikeadolf1 @AbdullahiJalin1 @cuppymusic @motoladavids @channelstv  video on  #EndSARS shooting at lekki tollgate… https://t.co/ZLLF7ku4JO,1,379
ihmcleancare,@DiaryOfWendy @person_pikin1 @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate… https://t.co/PJGMCBGvUX,1,379
ihmcleancare,@sam_udeh @cuppymusic @EndSars @DJSwitch @channelstv  video on  #EndSARS shooting at lekki tollgate… https://t.co/hOpuYt4czV,1,379
ihmcleancare,"@gedoni_ @alabz_J @cuppymusic @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
PulseNigeria247,"Catch up on all the hottest stories that happened within the week with Pulse Weekly Recap.

From #EndSARSMemorial t… https://t.co/bqxIxK07hG",4,382389
tosinadeda,".@CNN and @StephanieBusari supposedly did the Lord's work, found the mother of a someone who was killed at the Toll… https://t.co/gA0apuqdQE",2,17257
Sankarabrt,"While The Masses Were Dying Of Hunger,They Were Hoarding The Food Inna Warehouse,It Appears They Just Want Make We… https://t.co/uUIBRvqJQ2",18,977
Chiukwu2,I believe that @SavvyRinu doesn't know about IPOB so this video might be helpful her likes who achieved NO JUSTICE… https://t.co/JzIFdFKdCH,3,75
Jahils2,"Up Man U 

Red is Red  #EndSARSMemorial",0,40
deadmanalreadyy,Lazy youth!!! #EndSARSMemorial #EndSARS https://t.co/x07IxpCdJG,1,226
iamogueri,"Acquiring “another” Bachelors Degree after late 40s in life is a waste of resources. 
Above the sky is your limit e… https://t.co/iQuSPyfnde",0,12
iamogueri,"Bagging two degrees (Bachelor Degree) is an act of foolishness. You can actually give one to the needy.
Expand your… https://t.co/9nhxSay9ba",0,12
TobilobaVPe,"This week sha get as e be sha for football 

Zlantan get first red card of his career 
Man U 0-5 Liverpool 
Pogba p… https://t.co/LFnq2wwmkr",0,17
TMGofLagos,The replies under this tweet are so much sarcastic that you will laugh your ass of. Obviously some people are alrea… https://t.co/VfDivc1ngp,1,540
ihmcleancare,"@Fiery_Fingers @daily_trust @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
ihmcleancare,"@yeankhar @Iyunade_Faith @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/jVzVFHtEmd",1,379
Erabose,See this shameless thief de record too? Criminals with Gun #OleOut #OleOutNow #EndPoliceBrutality #EndSARS… https://t.co/wLpRKrZyHf,1,1057
NelsonGich,"A year on, women still picking up pieces from #EndSARS protests https://t.co/GOmuqxcxwK via @AJEnglish… https://t.co/zkE3Z8tW0Q",1,503
olamos56,"Thank you @mrmacaronii you are really doing well sir....
Every Nigerian should know it is our duty to stop whenever… https://t.co/DnKuBMoVM1",3,113
SaharaReporters,"#EndSARS: The Beginning Of A Revolution | Sahara Reporters https://t.co/sQ5rOgstaF
#EndSARSMemorial",34,3753263
AlvinParis1,@MBuhari  Na God go put your children through pain as ur government dey Nigerians through pain las las e nor go bet… https://t.co/8HQ3mNFuCY,0,268
olusola_tk,"So that one wey dey carry phone upandan, wetin he dey record sef?? nah exhibit he dey record??? Awon ode.. Leni Sun… https://t.co/sP2bjwvFf1",0,1317
TimipreB,"@BBCAfrica @briticoyemo @josh_akinyemi @CPamment They kill, they hide the bodies and deny it. #Biafrans have always… https://t.co/LF4fChh1KF",2,684
Deonee15,"Nigerian Army Voodoo/Juju Corps in action. 🤣 
It's safe to say that @TheEconomist is 100% correct to assert that… https://t.co/tZOVlWrBdr",1,163
ifeanyiogbodo2,"Tiwa Savage Shut Down The Birthday Party Of Davido’s Son Ifeanyi, See How https://t.co/weHaMGYEiQ via @Breaking new… https://t.co/vbjMoVxLdD",0,5848
allafrica,"One Year On, No Justice for #EndSARS Crackdown Victims in Nigeria https://t.co/x75mHmcSuY #Nigeria #EndSARSMemorial… https://t.co/uPmiSSiboH",4,449859
DosunmuDotun,this is the definition of be your brothers keeper God bless you @mrmacaronii #EndSARS #EndPoliceBrutality… https://t.co/B2fY4eSopb,3,1126
Gidi_Traffic,“@Mikehell7: Here the policemen are seen begging Mr Macaroni. Apparently they mad one of the boys transfer money to… https://t.co/deKqCP2iB5,618,1692591
AbdulhamidLukm3,@tope_femi @SavvyRinu I know you will think you are been patriotic but honestly your patriotism to the hell of a co… https://t.co/I3wy3AAwBy,1,2
tripdarlyn,@ihmcleancare @Jasper__dutch @Ibraheem_Omar1 @bulamabukarti @channelstv ‘I saw soldiers moving lifeless bodies into… https://t.co/qLSBPnEhyK,2,109
tripdarlyn,@Kulgodsaved @streetchurchh @theflagboii ‘I saw soldiers moving lifeless bodies into vans’ — Lekki shooting witness… https://t.co/kHo9e9Fhss,0,109
TheRealBlackXy,"Can one separate religion from ethnicity? 

#questionnaire #blackXy #BlackHistoryMonth #EndSARSMemorial… https://t.co/HXbLPWdIkb",0,49
Remmymoses,"Ma, how many dead bodies were able to count before u agreed there was #OdiMassacre in Bayelsa?? 
#EndSARSMemorial https://t.co/3aIP4YzjMe",1,612
AishaYesufu,"#AfterTheTearsWhatNext?
Imagine the National Assembly filled with 50% Nigerian Youth with competence character and… https://t.co/uvY1anhk0U",50,906586
AishaYesufu,"#AfterTheTearsWhatNext?
Imagine all the 36 States Houses of Assembly filled with 50% Nigerian Youth with competence… https://t.co/kCxLmdXRc8",71,906586
ihmcleancare,@o_synthesis @SienceTalk @Govshina @DavidHundeyin @daily_trust @AbdulMahmud01 @CACCOT1 @HOBMakanju @MobilePunch… https://t.co/U2nMXZnPB6,1,379
ihmcleancare,@Naija_Version @bulamabukarti Brother of one of the victims of  20/10/2020 shootings of  #EndSARS protesters… https://t.co/yxyFGODyui,1,379
iamogueri,"Most marriages today are not “Union” but a relationship. When you are not in good term with your partner, how He/sh… https://t.co/AQ2LrCU4LY",0,12
youintheblack,has it been made official? this need to be registered and made official with the appropriate candidate installed in… https://t.co/olrAG1LRFT,0,129
evedarl,BREAKING!! E DON SET OH EDO STATE YOUTHS DRÁG NIGERIA PASTOR OUT FROM HI... https://t.co/etnw8ipr7b via @YouTube… https://t.co/OFzTMIsHVE,2,62
tripdarlyn,"@igbobaby1 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",0,109
tripdarlyn,"@NPC_Delta_State @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",0,109
tripdarlyn,"@abdullateef23 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",0,109
tripdarlyn,@Leksippi18 @SavvyRinu @falzthebahdguy @fkabudu @simplyEromz @Mochievous @mrmacaronii @PeterPsquare Next level… https://t.co/8fN5BtjCDv,0,109
tripdarlyn,"@yourpapabestie @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",0,109
tripdarlyn,"@igbobaby1 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",0,109
tripdarlyn,"@Elvis46118926 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",0,109
tripdarlyn,"@darthVltimus @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",0,109
tripdarlyn,"@prof4success1 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",0,109
tripdarlyn,"@juderaymond55 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",0,109
tripdarlyn,"@SurvivedaPeace @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",0,109
tripdarlyn,"@behcaa @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",0,109
tripdarlyn,"@Samson16431231 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",0,109
tripdarlyn,"@Hayamoluwakayo1 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",0,109
tripdarlyn,"@realness000 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",2,109
tripdarlyn,"@EmperorSheriff @SavvyRinu @tundefashola Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@possibilities07 @SavvyRinu @Ifeabunike Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@DranezDrip @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@1fybi @SavvyRinu @wakajugbe Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@o_luwafemi @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@OlofintuyiOluw6 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@tony_irorere @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",4,109
tripdarlyn,"@HenryIk24178342 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@Papahassan @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@TomzDiary @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@Iyanu12345 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@Abimbola_KO @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@juandonpeta @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@Ayo_mide_f @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@snadguy @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@BigWilliamsE @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@Prince_Alinko @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@lion_eagl @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@Classic_Lat01 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@NatashaOfLagos @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@DiamondBobo6 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@qudus_kalas @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@ademola_qudus5 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@SZionmighty @SavvyRinu @tundefashola Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@regie__x @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@saviouradukpo53 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@OmoOlusho126997 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@Pnstuff @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@codewithmercy @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@Awhy45345 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@ichoose_ayo @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@IjobaFuad_ @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@Oc_mandela @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@SAARTEE @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@T3J1R10 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@Kuulbrand @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@HHaklex @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",3,109
tripdarlyn,"@Solomon26405777 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@osaro_osula @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@HoleeF @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@Harrisisurbaby @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@knorye_nnaji @SavvyRinu @iykebufo Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@ajeleprincess @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@BuilderSanmi @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@MichaelAzeez2 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@Amjohnpaul1 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@Nnadixen @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@OlaVegas11 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@abbide @OtunbaChuzee @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@willyg007 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@yu2fly @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@saikimuktar @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@Trafalgar_lawz @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@am_cheesom @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@precious_hommie @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@DearPrechy @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@okhaitp @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",2,109
tripdarlyn,"@AderojuOkoh @Malcolmofdfield @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@Papahassan @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
tripdarlyn,"@MelaninQ9 @SavvyRinu Next level
#EndSARS 
#Endsarsmemorial 
#LekkiTollGate https://t.co/UzaLvrUHVf",1,109
